Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On_Track_Toward_2020_Goal (0.70, 2018)",SIR_2015,Months,Notes
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000265,Tahoe Forest Hospital,Nevada,Critical Access Hospital,Critical Access,0,0.14,6557,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000002,AHMC Anaheim Regional Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),1,1.67,45361,0.60,0.03,2.95,Same,Yes,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000074,Anaheim Global Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),0,0.78,18481,0.00,0.00,4.72,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000006,Chapman Global Medical Center,Orange,Acute Care Hospital,Community (<125 Beds),0,0.22,5552,0.00,0.00,16.45,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001207,Children's Hospital at Mission,Orange,Acute Care Hospital,Pediatric,0,0.18,7375,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000007,Children's Hospital of Orange County,Orange,Acute Care Hospital,Pediatric,2,2.46,64395,0.81,0.14,2.69,Same,No,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000008,College Hospital Costa Mesa,Orange,Acute Care Hospital,Community (<125 Beds),0,0.95,40741,0.00,0.00,3.87,Same,Yes,1.04,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),170001767,Fairview Developmental Center,Orange,Acute Care Hospital,Community (<125 Beds),0,0.00,119,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000013,Foothill Regional Medical Center,Orange,Acute Care Hospital,Community (<125 Beds),1,0.34,10336,2.97,0.08,16.57,Same,No,,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000011,Fountain Valley Regional Hospital and Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),3,4.69,85362,0.64,0.16,1.74,Same,Yes,,12,† See data dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000058,Garden Grove Hospital and Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),1,0.75,17793,1.34,0.03,7.45,Same,No,3.26,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001674,"Healthbridge Children's Hospital, Orange",Orange,Acute Care Hospital,Pediatric,0,0.03,1762,,,,,,,10,"Incomplete Reporter, interpret with caution"
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001022,Hoag Hospital Irvine,Orange,Acute Care Hospital,Community (<125 Beds),0,0.50,17167,0.00,0.00,7.44,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000014,Hoag Memorial Hospital Presbyterian,Orange,Acute Care Hospital,Community (>250 Beds),5,6.11,123063,0.82,0.30,1.82,Same,No,0.42,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012891,Hoag Orthopedic Institute,Orange,Acute Care Hospital,Community (<125 Beds),0,0.12,8089,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000015,Huntington Beach Hospital,Orange,Acute Care Hospital,Community (<125 Beds),0,0.33,10099,0.00,0.00,11.02,Same,Yes,1.79,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Orange,Acute Care Hospital,Major Teaching,2,3.00,62485,0.67,0.11,2.21,Same,Yes,0.70,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Orange,Acute Care Hospital,Community (125-250 Beds),0,1.11,35684,0.00,0.00,2.70,Same,Yes,0.46,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000024,La Palma Intercommunity Hospital,Orange,Acute Care Hospital,Community (125-250 Beds),0,0.32,11285,0.00,0.00,11.50,Same,Yes,2.43,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000025,Los Alamitos Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),2,2.12,45535,0.94,0.16,3.11,Same,No,1.07,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000208,MemorialCare Orange Coast Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),0,1.17,41776,0.00,0.00,2.55,Same,Yes,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000063,MemorialCare Saddleback Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),2,1.63,41050,1.23,0.21,4.05,Same,No,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000066,Mission Hospital Laguna Beach,Orange,Acute Care Hospital,Community (<125 Beds),0,0.25,10722,0.00,0.00,14.65,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000060,Mission Hospital Regional Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),1,2.61,69499,0.38,0.02,1.89,Same,Yes,0.69,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000073,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),4,2.82,43201,1.42,0.45,3.42,Same,No,1.29,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000062,Placentia Linda Hospital,Orange,Acute Care Hospital,Community (<125 Beds),1,0.53,13753,1.88,0.05,10.48,Same,No,1.58,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000021,South Coast Global Medical Center,Orange,Acute Care Hospital,Community (125-250 Beds),0,0.54,14271,0.00,0.00,6.88,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000067,"St. Joseph Hospital, Orange",Orange,Acute Care Hospital,Community (>250 Beds),2,3.28,78009,0.61,0.10,2.01,Same,Yes,0.46,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000068,St. Jude Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),0,5.61,74043,0.00,0.00,0.53,Better,Yes,0.70,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000071,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,7,11.96,109899,0.59,0.26,1.16,Same,Yes,0.44,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000016,West Anaheim Medical Center,Orange,Acute Care Hospital,Major Teaching,2,1.60,23799,1.25,0.21,4.14,Same,No,1.87,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001360,"Kindred Hospital, Brea",Orange,Long-term Acute Care Hospital,LTAC,1,2.34,14553,0.43,0.02,2.11,Same,Yes,2.83,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001607,"Kindred Hospital, Santa Ana",Orange,Long-term Acute Care Hospital,LTAC,1,1.83,14649,0.55,0.03,2.70,Same,Yes,1.06,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000017,"Kindred Hospital, Westminster",Orange,Long-term Acute Care Hospital,LTAC,18,4.34,31721,4.15,2.54,6.43,Worse,No,2.71,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001097,Healthsouth Tustin Rehabilitation Hospital,Orange,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,1,0.26,13772,3.82,0.10,21.28,Same,No,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000060,"Mission Hospital Regional Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.10,5283,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000068,"St. Jude Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.15,7884,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000071,"University of California Irvine Medical Center, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3256,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001370,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,0,5.02,104582,0.00,0.00,0.60,Better,Yes,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000109,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),1,0.43,11576,2.33,0.06,12.95,Same,No,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000134,Sutter Roseville Medical Center,Placer,Acute Care Hospital,Community (>250 Beds),0,3.24,84333,0.00,0.00,0.93,Better,Yes,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000134,"Sutter Roseville Medical Center, Rehabilitation Unit",Placer,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,0.27,14249,7.38,0.89,26.67,Same,No,,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000004,"Eastern Plumas Hospital, Portola Campus",Plumas,Critical Access Hospital,Critical Access,0,0.02,858,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000015,Plumas District Hospital,Plumas,Critical Access Hospital,Critical Access,0,0.04,2001,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000017,Seneca District Hospital,Plumas,Critical Access Hospital,Critical Access,0,0.01,718,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000006,Corona Regional Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),4,1.59,28679,2.52,0.80,6.08,Same,No,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008,Desert Regional Medical Center,Riverside,Acute Care Hospital,Community (>250 Beds),8,6.78,87721,1.18,0.55,2.24,Same,No,1.30,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011,Eisenhower Medical Center,Riverside,Acute Care Hospital,Major Teaching,3,5.64,72231,0.53,0.14,1.45,Same,Yes,0.62,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000012,Hemet Valley Medical Center,Riverside,Acute Care Hospital,Major Teaching,3,2.59,43186,1.16,0.30,3.16,Same,No,3.03,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000017,John F. Kennedy Memorial Hospital,Riverside,Acute Care Hospital,Community (125-250 Beds),0,0.72,19843,0.00,0.00,5.13,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011959,"Kaiser Foundation Hospital, Moreno Valley",Riverside,Acute Care Hospital,Community (<125 Beds),0,0.76,17989,0.00,0.00,4.83,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000707,"Kaiser Foundation Hospital, Riverside",Riverside,Acute Care Hospital,Major Teaching,0,2.22,51106,0.00,0.00,1.35,Same,Yes,0.40,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012971,"Loma Linda University Medical Center, Murrieta",Riverside,Acute Care Hospital,Community (<125 Beds),1,1.54,34679,0.65,0.03,3.21,Same,Yes,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000727,Menifee Valley Medical Center,Riverside,Acute Care Hospital,Community (<125 Beds),0,0.66,12580,0.00,0.00,5.62,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000042,Palo Verde Hospital,Riverside,Acute Care Hospital,Community (<125 Beds),0,0.05,2691,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000044,Parkview Community Hospital Medical Center,Riverside,Acute Care Hospital,Community (125-250 Beds),1,1.57,31963,0.64,0.03,3.13,Same,Yes,2.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000049,Riverside Community Hospital,Riverside,Acute Care Hospital,Major Teaching,5,6.72,110987,0.74,0.27,1.65,Same,No,1.32,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000050,"Riverside University Health System, Medical Center",Riverside,Acute Care Hospital,Major Teaching,5,4.07,84643,1.23,0.45,2.73,Same,No,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000101,San Gorgonio Memorial Hospital,Riverside,Acute Care Hospital,Community (<125 Beds),0,0.45,12567,0.00,0.00,8.19,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000507,"Southwest Healthcare System, Murrieta",Riverside,Acute Care Hospital,Community (<125 Beds),0,0.84,26730,0.00,0.00,4.37,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000344,"Southwest Healthcare System, Wildomar",Riverside,Acute Care Hospital,Community (<125 Beds),0,1.27,31218,0.00,0.00,2.35,Same,Yes,1.79,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630014442,Temecula Valley Hospital,Riverside,Acute Care Hospital,Community (125-250 Beds),3,1.22,36273,2.46,0.63,6.70,Same,No,1.10,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000004,"Kindred Hospital, Riverside",Riverside,Long-term Acute Care Hospital,LTAC,2,2.00,11868,1.00,0.17,3.30,Same,No,1.30,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008,"Desert Regional Medical Center, Rehabilitation Unit",Riverside,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2628,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011,"Eisenhower Medical Center, Rehabilitation Unit",Riverside,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3038,,,,,,,8,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000130,"Kaiser Foundation Hospital, Sacramento",Sacramento,Acute Care Hospital,Major Teaching,1,2.42,54552,0.41,0.02,2.04,Same,Yes,0.38,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000133,"Kaiser Foundation Hospital, South Sacramento",Sacramento,Acute Care Hospital,Community (125-250 Beds),1,2.15,62917,0.47,0.02,2.30,Same,Yes,1.45,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000124,Mercy General Hospital,Sacramento,Acute Care Hospital,Community (>250 Beds),0,3.76,62930,0.00,0.00,0.80,Better,Yes,0.46,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000901,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),1,0.96,25040,1.05,0.03,5.83,Same,No,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000127,Mercy San Juan Medical Center,Sacramento,Acute Care Hospital,Major Teaching,5,6.90,93561,0.73,0.27,1.61,Same,No,0.12,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000037,Methodist Hospital of Sacramento,Sacramento,Acute Care Hospital,Community (125-250 Beds),4,1.92,38098,2.08,0.66,5.02,Same,No,0.99,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001506,Shriners Hospitals for Children Northern California,Sacramento,Acute Care Hospital,Pediatric,0,0.21,7562,0.00,0.00,17.70,Same,Yes,,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000151,"Sutter Medical Center, Sacramento",Sacramento,Acute Care Hospital,Major Teaching,9,13.26,154745,0.68,0.33,1.25,Same,Yes,0.69,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000113,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,17,19.21,190436,0.89,0.53,1.39,Same,No,1.11,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000907,Vibra Hospital of Sacramento,Sacramento,Long-term Acute Care Hospital,LTAC,0,2.71,15972,0.00,0.00,1.10,Same,Yes,1.29,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000124,"Mercy General Hospital, Rehabilitation Unit",Sacramento,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6126,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000113,"University of California Davis Medical Center, Rehabilitation Unit",Sacramento,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5803,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000142,Hazel Hawkins Memorial Hospital,San Benito,Acute Care Hospital,Community (<125 Beds),0,0.23,6980,0.00,0.00,15.91,Same,Yes,3.88,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000100,Arrowhead Regional Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,8,8.67,101512,0.92,0.43,1.75,Same,No,1.63,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000001,Barstow Community Hospital,San Bernardino,Acute Care Hospital,Community (<125 Beds),0,0.20,7049,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000003,Chino Valley Medical Center,San Bernardino,Acute Care Hospital,Community (<125 Beds),0,0.47,15076,0.00,0.00,7.79,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000082,Community Hospital of San Bernardino,San Bernardino,Acute Care Hospital,Community (>250 Beds),1,0.95,27231,1.06,0.03,5.88,Same,No,0.64,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001330,Desert Valley Hospital,San Bernardino,Acute Care Hospital,Community (125-250 Beds),0,1.45,38278,0.00,0.00,2.07,Same,Yes,1.98,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000014,Hi-Desert Medical Center,San Bernardino,Acute Care Hospital,Community (<125 Beds),0,0.10,5673,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000024,"Kaiser Foundation Hospital, Fontana",San Bernardino,Acute Care Hospital,Major Teaching,0,4.37,97530,0.00,0.00,0.69,Better,Yes,0.45,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013398,"Kaiser Foundation Hospital, Ontario",San Bernardino,Acute Care Hospital,Major Teaching,0,2.13,49248,0.00,0.00,1.41,Same,Yes,0.74,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015551,Loma Linda University Children's Hospital,San Bernardino,Acute Care Hospital,Major Teaching,4,3.77,93396,1.06,0.34,2.56,Same,No,0.34,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000027,Loma Linda University Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,9,10.33,102819,0.87,0.43,1.60,Same,No,1.89,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025,Loma Linda University Medical Center East Campus Hospital,San Bernardino,Acute Care Hospital,Major Teaching,0,0.74,14887,0.00,0.00,4.99,Same,Yes,,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012294,Loma Linda University Surgical Hospital,San Bernardino,Acute Care Hospital,Major Teaching,0,0.11,4212,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000009,Montclair Hospital Medical Center,San Bernardino,Acute Care Hospital,Community (<125 Beds),0,0.35,9207,0.00,0.00,10.42,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000046,Redlands Community Hospital,San Bernardino,Acute Care Hospital,Community (125-250 Beds),4,1.99,46603,2.01,0.64,4.85,Same,No,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000053,San Antonio Regional Hospital,San Bernardino,Acute Care Hospital,Community (>250 Beds),3,3.54,69282,0.85,0.22,2.31,Same,No,0.41,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000103,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,5,4.49,64734,1.11,0.41,2.47,Same,No,1.62,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000104,"St. Mary Medical Center, Apple Valley",San Bernardino,Acute Care Hospital,Major Teaching,6,4.53,68657,1.32,0.54,2.75,Same,No,0.35,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012380,Totally Kids Rehabilitation Hospital,San Bernardino,Acute Care Hospital,Community (<125 Beds),0,0.05,2030,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000054,Victor Valley Global Medical Center,San Bernardino,Acute Care Hospital,Community (<125 Beds),0,0.64,21327,0.00,0.00,5.79,Same,Yes,1.07,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000002,Bear Valley Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,0,0.01,641,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000034,Colorado River Medical Center,San Bernardino,Critical Access Hospital,Critical Access,0,0.03,1493,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000052,Mountains Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,0,0.02,759,,,,,,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000040,"Kindred Hospital, Ontario",San Bernardino,Long-term Acute Care Hospital,LTAC,0,4.03,25504,0.00,0.00,0.74,Better,Yes,1.66,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001515,"Kindred Hospital, Rancho",San Bernardino,Long-term Acute Care Hospital,LTAC,3,2.71,17841,1.11,0.28,3.01,Same,No,1.46,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001218,Ballard Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation Hospital,0,0.25,12986,0.00,0.00,14.94,Same,Yes,0.00,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025,"Loma Linda University Medical Center East Campus Hospital, Rehabilitation Unit",San Bernardino,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.31,16195,0.00,0.00,11.98,Same,Yes,,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000013,Alvarado Hospital Medical Center,San Diego,Acute Care Hospital,Community (125-250 Beds),0,0.75,24232,0.00,0.00,4.93,Same,Yes,7.97,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000045,Grossmont Hospital,San Diego,Acute Care Hospital,Major Teaching,3,9.86,128868,0.30,0.08,0.83,Better,Yes,1.04,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000144,Kaiser Foundation Hospital Zion Medical Center,San Diego,Acute Care Hospital,Major Teaching,1,2.63,44648,0.38,0.02,1.88,Same,Yes,,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017096,"Kaiser Foundation Hospital, San Diego",San Diego,Acute Care Hospital,Major Teaching,1,3.41,66908,0.29,0.02,1.45,Same,Yes,0.84,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000142,Palomar Health Downtown Campus,San Diego,Acute Care Hospital,Community (<125 Beds),0,0.00,0,,,,,,0.00,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013873,Palomar Medical Center,San Diego,Acute Care Hospital,Community (>250 Beds),4,4.27,92167,0.94,0.30,2.26,Same,No,1.82,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000145,Paradise Valley Hospital,San Diego,Acute Care Hospital,Community (>250 Beds),1,1.10,19650,0.91,0.05,4.50,Same,No,1.60,12,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000147,Pomerado Hospital,San Diego,Acute Care Hospital,Community (<125 Beds),1,0.85,22680,1.18,0.03,6.56,Same,No,1.38,12,¥ See Data Dictionary
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000023,"Rady Children's Hospital, San Diego",San Diego,Acute Care Hospital,Pediatric,0,2.84,79899,0.00,0.00,1.06,Same,Yes,,12,
