"FACID"|"FACNAME"|"FAC_TYPE_CODE"|"FAC_FDR"|"SERVICE_TYPE_CODE"|"SERVICE_TYPE_NAME"|"SERVICE_OTHER_NAME"|"IS_OFFSITE_SERVICE"|"OFFSITE_NAME"|"OFFSITE_ADDRESS1"|"OFFSITE_CITY"|"OFFSITE_STATE"|"OFFSITE_ZIP"|"COUNTY_NAME"|"START_DATE"|"LONGITUDE"|"LATITUDE"|"LOCATION"
"630015832"|"REVIVE HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|07/14/2015|||"                          ."
"630015832"|"REVIVE HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|07/14/2015|||"                          ."
"630015832"|"REVIVE HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|07/14/2015|||"                          ."
"630015832"|"REVIVE HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|07/14/2015|||"                          ."
"630015832"|"REVIVE HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|07/14/2015|||"                          ."
"630015833"|"SO CAL HHA"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|09/16/2016|||"                          ."
"630015833"|"SO CAL HHA"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|09/16/2016|||"                          ."
"630015833"|"SO CAL HHA"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|09/16/2016|||"                          ."
"630015833"|"SO CAL HHA"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|09/16/2016|||"                          ."
"630015835"|"VISTA HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|10/23/2017|||"                          ."
"630015835"|"VISTA HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|10/23/2017|||"                          ."
"630015835"|"VISTA HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|10/23/2017|||"                          ."
"630015835"|"VISTA HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|10/23/2017|||"                          ."
"630015835"|"VISTA HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|10/23/2017|||"                          ."
"630015835"|"VISTA HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"045"|"NURSING CARE SERVICES"|"SKILLED NURSING"|"0"||||||"LOS ANGELES"|10/23/2017|||"                          ."
"630015835"|"VISTA HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|10/23/2017|||"                          ."
"630015841"|"ATTAIN HEALTH HOME HEALTH INC"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|09/29/2017|||"                          ."
"630015841"|"ATTAIN HEALTH HOME HEALTH INC"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|09/29/2017|||"                          ."
"630015841"|"ATTAIN HEALTH HOME HEALTH INC"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|09/29/2017|||"                          ."
"630015841"|"ATTAIN HEALTH HOME HEALTH INC"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|09/29/2017|||"                          ."
"630015841"|"ATTAIN HEALTH HOME HEALTH INC"|"HHA"|"HOME HEALTH AGENCY"|"045"|"NURSING CARE SERVICES"||"0"||||||"LOS ANGELES"|09/29/2017|||"                          ."
"630015841"|"ATTAIN HEALTH HOME HEALTH INC"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|09/29/2017|||"                          ."
"630015841"|"ATTAIN HEALTH HOME HEALTH INC"|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|09/29/2017|||"                          ."
"630015843"|"DANNY'S HOME HEALTH CARE INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|09/07/2016|||"                          ."
"630015843"|"DANNY'S HOME HEALTH CARE INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|09/07/2016|||"                          ."
"630015843"|"DANNY'S HOME HEALTH CARE INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|09/07/2016|||"                          ."
"630015843"|"DANNY'S HOME HEALTH CARE INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|09/07/2016|||"                          ."
"630015843"|"DANNY'S HOME HEALTH CARE INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|09/07/2016|||"                          ."
"630015845"|"PERSPECTIVE HOME HEALTH CARE, INC"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|09/30/2017|||"                          ."
"630015845"|"PERSPECTIVE HOME HEALTH CARE, INC"|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"LOS ANGELES"|09/30/2017|||"                          ."
"630015845"|"PERSPECTIVE HOME HEALTH CARE, INC"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|09/30/2017|||"                          ."
"630015845"|"PERSPECTIVE HOME HEALTH CARE, INC"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|09/30/2017|||"                          ."
"630015845"|"PERSPECTIVE HOME HEALTH CARE, INC"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|09/30/2017|||"                          ."
"630015845"|"PERSPECTIVE HOME HEALTH CARE, INC"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|09/30/2017|||"                          ."
"630015854"|"ESSENTIALS HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|12/23/2015|||"                          ."
"630015854"|"ESSENTIALS HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"ALAMEDA"|12/23/2015|||"                          ."
"630015854"|"ESSENTIALS HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|12/23/2015|||"                          ."
"630015854"|"ESSENTIALS HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"ALAMEDA"|12/23/2015|||"                          ."
"630015854"|"ESSENTIALS HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"ALAMEDA"|12/23/2015|||"                          ."
"630015854"|"ESSENTIALS HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"ALAMEDA"|12/23/2015|||"                          ."
"630015865"|"AMAZING GRACE HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"CONTRA COSTA"|12/22/2015|||"                          ."
"630015865"|"AMAZING GRACE HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"CONTRA COSTA"|12/22/2015|||"                          ."
"630015865"|"AMAZING GRACE HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"CONTRA COSTA"|12/22/2015|||"                          ."
"630015865"|"AMAZING GRACE HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"CONTRA COSTA"|12/22/2015|||"                          ."
"630015865"|"AMAZING GRACE HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"CONTRA COSTA"|12/22/2015|||"                          ."
"630015865"|"AMAZING GRACE HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"CONTRA COSTA"|12/22/2015|||"                          ."
"630015876"|"BRIGHTSTAR HOME HEALTH AGENCY OF SAN LUIS OBISPO"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"SAN LUIS OBISPO"|01/12/2016|||"                          ."
"630015876"|"BRIGHTSTAR HOME HEALTH AGENCY OF SAN LUIS OBISPO"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"SAN LUIS OBISPO"|01/12/2016|||"                          ."
"630015876"|"BRIGHTSTAR HOME HEALTH AGENCY OF SAN LUIS OBISPO"|"HHA"|"HOME HEALTH AGENCY"|"045"|"NURSING CARE SERVICES"||"0"||||||"SAN LUIS OBISPO"|01/12/2016|||"                          ."
"630015877"|"LIHA HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|04/05/2017|||"                          ."
"630015877"|"LIHA HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|04/05/2017|||"                          ."
"630015877"|"LIHA HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|04/05/2017|||"                          ."
"630015877"|"LIHA HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|04/05/2017|||"                          ."
"630015877"|"LIHA HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|04/05/2017|||"                          ."
"630015884"|"ENCINO HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|01/09/2018|||"                          ."
"630015884"|"ENCINO HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|01/09/2018|||"                          ."
"630015884"|"ENCINO HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|01/09/2018|||"                          ."
"630015884"|"ENCINO HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|01/09/2018|||"                          ."
"630015884"|"ENCINO HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|01/09/2018|||"                          ."
"630015897"|"TRINITY HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015897"|"TRINITY HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015897"|"TRINITY HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015897"|"TRINITY HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"049"|"INFUSION SERVICES"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015897"|"TRINITY HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015897"|"TRINITY HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015897"|"TRINITY HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015897"|"TRINITY HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015898"|"PREMIUM CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|10/18/2016|||"                          ."
"630015898"|"PREMIUM CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|10/18/2016|||"                          ."
"630015898"|"PREMIUM CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|10/18/2016|||"                          ."
"630015898"|"PREMIUM CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|10/18/2016|||"                          ."
"630015898"|"PREMIUM CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|10/18/2016|||"                          ."
"630015898"|"PREMIUM CARE SERVICES, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|10/18/2016|||"                          ."
"630015899"|"BLISS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015899"|"BLISS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"049"|"INFUSION SERVICES"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015899"|"BLISS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"053"|"MEDICAL SUPPLIES/APPLIANCES"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015899"|"BLISS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015899"|"BLISS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015899"|"BLISS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015899"|"BLISS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015899"|"BLISS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|10/12/2017|||"                          ."
"630015900"|"PREMIER HEALTHCARE SERVICES, LLC"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"FRESNO"|03/13/2018|||"                          ."
"630015900"|"PREMIER HEALTHCARE SERVICES, LLC"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"FRESNO"|03/13/2018|||"                          ."
"630015902"|"SAINT FRANCIS HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ORANGE"|01/29/2016|||"                          ."
"630015902"|"SAINT FRANCIS HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"ORANGE"|01/29/2016|||"                          ."
"630015902"|"SAINT FRANCIS HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"ORANGE"|01/29/2016|||"                          ."
"630015902"|"SAINT FRANCIS HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ORANGE"|01/29/2016|||"                          ."
"630015902"|"SAINT FRANCIS HEALTHCARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"ORANGE"|01/29/2016|||"                          ."
"630015904"|"CARE FOR ALL HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|03/16/2016|||"                          ."
"630015904"|"CARE FOR ALL HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|03/16/2016|||"                          ."
"630015904"|"CARE FOR ALL HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|03/16/2016|||"                          ."
"630015904"|"CARE FOR ALL HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|03/16/2016|||"                          ."
"630015904"|"CARE FOR ALL HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|03/16/2016|||"                          ."
"630015922"|"KAGA HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ORANGE"|05/23/2016|||"                          ."
"630015922"|"KAGA HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"ORANGE"|05/23/2016|||"                          ."
"630015922"|"KAGA HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"ORANGE"|05/23/2016|||"                          ."
"630015922"|"KAGA HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"ORANGE"|05/23/2016|||"                          ."
"630015922"|"KAGA HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ORANGE"|05/23/2016|||"                          ."
"630015928"|"ASSURED HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|01/07/2016|||"                          ."
"630015928"|"ASSURED HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|01/07/2016|||"                          ."
"630015928"|"ASSURED HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|01/07/2016|||"                          ."
"630015928"|"ASSURED HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"LOS ANGELES"|01/07/2016|||"                          ."
"630015928"|"ASSURED HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|01/07/2016|||"                          ."
"630015928"|"ASSURED HOME HEALTH CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|01/07/2016|||"                          ."
"630015933"|"MERIDIAN HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"SAN DIEGO"|03/17/2016|||"                          ."
"630015933"|"MERIDIAN HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"SAN DIEGO"|03/17/2016|||"                          ."
"630015933"|"MERIDIAN HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"SAN DIEGO"|03/17/2016|||"                          ."
"630015933"|"MERIDIAN HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"SAN DIEGO"|03/17/2016|||"                          ."
"630015933"|"MERIDIAN HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"SAN DIEGO"|03/17/2016|||"                          ."
"630015944"|"AVID HEALTHCARE SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"045"|"NURSING CARE SERVICES"||"0"||||||"SACRAMENTO"|12/05/2017|||"                          ."
"630015944"|"AVID HEALTHCARE SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"SACRAMENTO"|12/05/2017|||"                          ."
"630015944"|"AVID HEALTHCARE SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"SACRAMENTO"|12/05/2017|||"                          ."
"630015944"|"AVID HEALTHCARE SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"SACRAMENTO"|12/05/2017|||"                          ."
"630015944"|"AVID HEALTHCARE SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"SACRAMENTO"|12/05/2017|||"                          ."
"630015944"|"AVID HEALTHCARE SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"SACRAMENTO"|12/05/2017|||"                          ."
"630015944"|"AVID HEALTHCARE SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"SACRAMENTO"|12/05/2017|||"                          ."
"630015944"|"AVID HEALTHCARE SERVICES"|"HHA"|"HOME HEALTH AGENCY"|"076"|"LABORATORY SVS (CLIA)"||"0"||||||"SACRAMENTO"|12/05/2017|||"                          ."
"630015951"|"RNPLUS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"ORANGE"|04/27/2016|||"                          ."
"630015951"|"RNPLUS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"ORANGE"|04/27/2016|||"                          ."
"630015951"|"RNPLUS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ORANGE"|04/27/2016|||"                          ."
"630015951"|"RNPLUS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"ORANGE"|04/27/2016|||"                          ."
"630015951"|"RNPLUS HOME HEALTH, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"ORANGE"|04/27/2016|||"                          ."
"630015953"|"MAJESTIC HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"SANTA CLARA"|09/02/2015|||"                          ."
"630015953"|"MAJESTIC HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"SANTA CLARA"|09/02/2015|||"                          ."
"630015953"|"MAJESTIC HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"SANTA CLARA"|09/02/2015|||"                          ."
"630015953"|"MAJESTIC HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"SANTA CLARA"|09/02/2015|||"                          ."
"630015953"|"MAJESTIC HOME HEALTH"|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"SANTA CLARA"|09/02/2015|||"                          ."
"630015961"|"NEXT DOOR HOME CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"052"|"MEDICAL SOCIAL SERVICES"||"0"||||||"LOS ANGELES"|08/05/2016|||"                          ."
"630015961"|"NEXT DOOR HOME CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"051"|"HOME HEALTH AIDE SERVICES"||"0"||||||"LOS ANGELES"|08/05/2016|||"                          ."
"630015961"|"NEXT DOOR HOME CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"054"|"SPEECH THERAPY"||"0"||||||"LOS ANGELES"|08/05/2016|||"                          ."
"630015961"|"NEXT DOOR HOME CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"LOS ANGELES"|08/05/2016|||"                          ."
"630015961"|"NEXT DOOR HOME CARE, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"LOS ANGELES"|08/05/2016|||"                          ."
"630015962"|"MISSION HOME HEALTH OF ONTARIO, INC."|"HHA"|"HOME HEALTH AGENCY"|"045"|"NURSING CARE SERVICES"||"0"||||||"SAN BERNARDINO"|11/30/2016|||"                          ."
"630015962"|"MISSION HOME HEALTH OF ONTARIO, INC."|"HHA"|"HOME HEALTH AGENCY"|"050"|"DIET COUNSELING/NUTRITION"||"0"||||||"SAN BERNARDINO"|11/30/2016|||"                          ."
"630015962"|"MISSION HOME HEALTH OF ONTARIO, INC."|"HHA"|"HOME HEALTH AGENCY"|"018"|"PHYSICAL THERAPY"||"0"||||||"SAN BERNARDINO"|11/30/2016|||"                          ."
